"gsid","index_no","station","district","year","month","day","max_temp"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","25","19.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","26","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","27","19.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","28","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","29","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","30","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","01","31","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","01","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","02","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","03","22.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","04","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","05","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","06","20"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","07","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","08","20.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","09","21.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","10","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","11","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","12","21.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","13","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","14","20.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","15","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","16","21"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","17","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","18","23"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","19","21.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","20","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","21","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","22","24.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","23","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","24","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","25","24.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","26","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","27","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","02","28","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","01","20"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","02","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","03","20"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","04","23.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","05","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","06","22.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","07","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","08","23.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","09","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","10","27.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","11","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","12","27.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","13","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","14","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","15","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","16","26.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","17","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","18","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","19","26.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","20","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","21","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","22","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","23","26.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","24","29.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","25","30.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","26","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","27","20.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","28","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","29","28.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","30","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","31","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","01","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","02","19.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","03","25.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","04","26.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","05","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","06","26.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","07","27.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","08","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","09","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","10","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","11","27.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","12","27.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","13","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","14","25.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","15","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","16","30.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","17","23.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","18","23"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","19","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","20","28.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","21","27.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","22","28.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","23","28.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","24","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","25","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","26","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","27","24.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","28","24.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","29","26.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","30","26.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","01","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","02","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","03","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","04","28.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","05","29.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","06","30.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","07","28.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","08","28.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","09","29.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","10","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","11","28.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","12","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","13","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","14","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","15","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","16","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","17","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","18","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","19","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","20","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","21","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","22","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","23","29.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","24","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","25","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","26","28.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","27","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","28","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","29","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","30","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","31","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","01","29.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","02","30.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","03","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","04","30.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","05","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","06","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","07","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","08","31"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","09","30.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","10","27.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","11","27.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","12","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","13","24.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","14","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","15","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","16","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","17","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","18","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","19","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","20","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","21","30.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","22","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","23","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","24","29.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","25","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","26","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","27","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","28","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","29","23.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","30","29.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","01","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","02","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","03","28.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","04","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","05","26.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","06","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","07","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","08","29.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","09","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","10","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","11","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","12","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","13","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","14","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","15","24.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","16","25.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","17","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","18","30.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","19","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","20","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","21","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","22","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","23","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","24","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","25","29.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","26","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","27","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","28","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","29","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","30","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","31","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","01","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","02","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","03","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","04","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","05","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","06","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","07","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","08","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","09","29.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","10","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","11","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","12","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","13","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","14","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","15","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","16","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","17","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","18","27.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","19","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","20","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","21","25.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","22","25.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","23","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","24","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","25","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","26","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","27","28.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","28","28.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","29","28.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","30","27.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","31","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","01","27.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","02","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","03","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","04","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","05","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","06","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","07","28.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","08","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","09","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","10","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","11","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","12","26.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","13","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","14","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","15","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","16","24.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","17","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","18","29.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","19","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","20","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","21","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","22","26.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","23","25.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","24","24.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","25","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","26","23.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","27","27.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","28","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","29","29"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","30","30"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","01","29.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","02","28.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","03","28"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","04","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","05","28.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","06","29.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","07","28.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","08","28.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","09","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","10","27.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","11","25.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","12","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","13","26.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","14","27"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","15","26.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","16","23.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","17","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","18","25.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","19","26.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","20","26"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","21","26.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","22","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","23","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","24","23.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","25","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","26","25.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","27","25"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","28","24.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","29","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","30","22.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","31","26.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","01","25.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","02","24"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","03","22.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","04","23.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","05","22.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","06","21.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","07","22.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","08","23.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","09","23.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","10","23.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","11","23.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","12","23.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","13","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","14","21.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","15","22.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","16","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","17","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","18","20.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","19","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","20","24.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","21","23.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","22","23"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","23","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","24","23"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","25","20.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","26","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","27","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","28","20.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","29","20.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","30","22"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","01","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","02","20.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","03","19.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","04","20.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","05","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","06","20.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","07","20.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","08","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","09","20"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","10","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","11","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","12","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","13","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","14","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","15","16.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","16","15.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","17","17.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","18","16.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","19","15.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","20","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","21","15.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","22","16"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","23","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","24","16.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","25","16.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","26","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","27","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","28","19.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","29","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","30","19.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","31","20.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","01","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","02","20"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","03","19.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","04","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","05","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","06","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","07","19.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","08","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","09","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","10","18.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","11","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","12","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","13","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","14","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","15","16.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","16","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","17","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","18","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","19","14.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","20","16.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","21","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","22","16"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","23","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","24","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","25","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","26","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","27","12.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","28","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","29","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","30","13.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","31","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","01","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","02","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","03","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","04","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","05","21.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","06","20.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","07","22.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","08","13.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","09","22.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","10","22.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","11","23"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","12","23.5"
