"gsid","index_no","station","district","year","month","day","min_temp"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","27","14.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","28","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","29","14.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","30","15.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","03","31","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","01","11.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","02","12.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","03","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","04","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","05","13.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","06","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","07","14.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","08","14.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","09","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","10","15.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","11","15.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","12","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","13","14.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","14","11.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","15","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","16","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","17","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","18","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","19","11.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","20","14.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","21","16"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","22","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","23","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","24","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","25","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","26","11.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","27","12.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","28","12.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","29","11.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","04","30","13.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","01","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","02","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","03","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","04","15.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","05","16"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","06","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","07","14.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","08","16.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","09","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","10","16"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","11","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","12","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","13","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","14","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","15","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","16","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","17","15.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","18","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","19","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","20","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","21","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","22","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","23","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","24","14.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","25","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","26","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","27","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","28","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","29","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","30","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","05","31","16.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","01","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","02","18.3"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","03","16.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","04","16.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","05","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","06","18.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","07","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","08","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","09","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","10","19.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","11","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","12","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","13","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","14","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","15","17.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","16","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","17","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","18","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","19","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","20","17.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","21","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","22","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","23","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","24","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","25","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","26","19.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","27","18.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","28","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","29","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","06","30","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","01","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","02","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","03","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","04","19.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","05","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","06","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","07","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","08","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","09","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","10","18.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","11","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","12","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","13","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","14","20.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","15","19.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","16","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","17","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","18","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","19","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","20","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","21","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","22","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","23","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","24","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","25","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","26","17.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","27","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","28","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","29","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","30","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","07","31","16.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","01","17.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","02","17.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","03","18.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","04","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","05","17.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","06","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","07","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","08","17.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","09","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","10","19.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","11","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","12","19.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","13","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","14","19.3"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","15","17.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","16","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","17","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","18","19.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","19","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","20","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","21","17.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","22","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","23","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","24","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","25","19.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","26","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","27","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","28","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","29","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","30","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","08","31","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","01","18.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","02","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","03","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","04","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","05","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","06","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","07","18.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","08","17.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","09","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","10","19.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","11","19"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","12","18.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","13","19.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","14","17.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","15","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","16","17.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","17","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","18","17.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","19","18.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","20","18.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","21","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","22","18.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","23","18.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","24","18.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","25","18"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","26","17.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","27","15.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","28","16.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","29","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","09","30","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","01","17.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","02","16.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","03","17.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","04","15.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","05","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","06","15.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","07","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","08","14.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","09","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","10","15.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","11","14.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","12","14.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","13","14.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","14","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","15","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","16","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","17","11.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","18","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","19","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","20","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","21","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","22","14.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","23","13.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","24","10.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","25","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","26","13.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","27","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","28","13.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","29","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","30","12.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","10","31","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","01","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","02","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","03","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","04","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","05","11.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","06","10.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","07","10.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","08","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","09","10.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","10","10.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","11","11.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","12","10.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","13","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","14","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","15","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","16","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","17","10.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","18","10.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","19","11.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","20","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","21","9.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","22","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","23","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","24","10.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","25","11.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","26","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","27","9.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","28","10.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","29","9.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","11","30","9.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","01","9.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","02","9.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","03","10.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","04","8.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","05","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","06","8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","07","8.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","08","9"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","09","8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","10","8.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","11","7.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","12","7.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","13","7.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","14","7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","15","7"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","16","5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","17","5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","18","4.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","19","4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","20","4.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","21","4.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","22","3.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","23","4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","24","3.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","25","3.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","26","4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","27","4.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","28","5.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","29","5.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","30","6"
"135","1303","Chainpur (East)","Sankhuwasabha","2015","12","31","6.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","01","5.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","02","6.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","03","6.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","04","6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","05","6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","06","8.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","07","7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","08","6.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","09","6.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","10","4.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","11","4.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","12","8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","13","6.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","14","5.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","15","5.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","16","6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","17","5.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","18","5.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","19","5.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","20","4.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","21","5.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","22","5.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","23","4.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","24","6.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","25","4.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","26","5.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","27","5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","28","5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","29","4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","30","6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","01","31","6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","01","5.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","02","7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","03","6.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","04","6.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","05","7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","06","8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","07","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","08","10.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","09","4.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","10","7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","11","8.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","12","8.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","13","8.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","14","8.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","15","9"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","16","9.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","17","9.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","18","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","19","10.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","20","10.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","21","10.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","22","9.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","23","10.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","24","10.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","25","10.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","26","10.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","27","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","28","10.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","02","29","10.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","01","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","02","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","03","11.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","04","11.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","05","11.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","06","11.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","07","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","08","11.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","09","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","10","11.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","11","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","12","12.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","13","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","14","10.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","15","10"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","16","9.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","17","10.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","18","11.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","19","11.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","20","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","21","11.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","22","11"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","23","10.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","24","12"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","25","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","26","14"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","27","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","28","13"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","29","9.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","30","11.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","03","31","12.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","01","10.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","02","13.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","03","14.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","04","15"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","05","15.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","06","16.5"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","07","15.7"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","08","15.6"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","09","16.4"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","10","17"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","11","16.8"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","12","17.2"
"135","1303","Chainpur (East)","Sankhuwasabha","2016","04","13","18"
